Row	Col.	Element
48	16	0.00358
49	16	0.00236
50	16	-0.00046
51	16	-0.00088
52	16	-0.00041
53	16	-0.00230
54	16	0.00108
55	16	-0.00075
56	16	-0.00439
57	16	0.00027
58	16	0.00323
59	16	0.00276
60	16	0.00354
61	16	0.00001
62	16	0.00265
63	16	-0.00096
64	16	-0.00000
65	16	-0.00276
66	16	-0.00325
67	16	0.00073
68	16	-0.00022
69	16	0.00126
70	16	-0.00177
71	16	0.00167
72	16	0.00127
73	16	0.00272
74	16	-0.00271
75	16	-0.00455
76	16	0.00001
77	16	-0.00004
78	16	0.00010
79	16	-0.00005
80	16	0.00001
81	16	0.00013
82	16	0.00004
83	16	-0.00004
84	16	-0.00010
85	16	-0.00007
86	16	-0.00003
87	16	0.00009
88	16	0.00002
1	17	0.00104
2	17	-0.00050
3	17	-0.00036
4	17	-0.00031
5	17	-0.00004
6	17	0.00001
7	17	0.00267
8	17	0.00126
9	17	0.00135
10	17	0.00135
11	17	-0.00060
12	17	0.00162
13	17	0.00133
14	17	-0.00126
15	17	-0.00208
16	17	0.00584
17	17	-0.99968
18	17	0.01407
19	17	-0.00030
20	17	-0.00139
21	17	0.00102
22	17	0.00287
23	17	0.00121
24	17	0.00326
25	17	0.00020
26	17	0.00030
27	17	0.00010
28	17	0.00071
29	17	0.00013
30	17	0.00006
31	17	0.00083
32	17	0.00007
33	17	-0.00012
34	17	-0.00053
35	17	-0.00004
36	17	-0.00012
37	17	-0.00004
38	17	0.00023
39	17	-0.00009
40	17	-0.00022
41	17	-0.00010
42	17	0.00027
43	17	0.00037
44	17	-0.00039
45	17	0.00008
46	17	-0.00032
47	17	-0.00033
48	17	0.00039
49	17	-0.00041
50	17	-0.00019
51	17	0.00003
52	17	-0.00128
53	17	0.00011
54	17	-0.00018
55	17	0.00002
56	17	0.00001
57	17	0.00041
58	17	-0.00040
59	17	0.00026
